,Unnamed: 0,Equity ,Sector,Qty ,"Value
 (Rs cr)",%,Unnamed: 5,company_name,company_code
30,30,Genus Power,Manufacturing,"10,435,968.00",52.75,1.24,,newreliance-small-cap-direct,MRC935
31,31,Siyaram Silk,Manufacturing,"252,864.00",52.94,1.24,,newreliance-small-cap-direct,MRC935
32,32,India Cements,Cement & Construction,"2,504,694.00",51.08,1.2,,newreliance-small-cap-direct,MRC935
33,33,Chambal Fert,Chemicals,"3,755,878.00",50.87,1.19,,newreliance-small-cap-direct,MRC935
34,34,Lux Industries,Manufacturing,"454,103.00",50.75,1.19,,newreliance-small-cap-direct,MRC935
35,35,Zydus Wellness,Food & Beverages,"559,610.00",49.95,1.17,,newreliance-small-cap-direct,MRC935
36,36,Apar Ind,Miscellaneous,"615,000.00",48.26,1.13,,newreliance-small-cap-direct,MRC935
37,37,Orient Paper,Conglomerates,"4,661,050.00",46.7,1.1,,newreliance-small-cap-direct,MRC935
38,38,Agro Tech Foods,Miscellaneous,"878,241.00",44.97,1.06,,newreliance-small-cap-direct,MRC935
39,39,Cyient,Information Technology,"847,226.00",44.47,1.04,,newreliance-small-cap-direct,MRC935
40,40,Advanced Enzyme,Pharmaceuticals,"1,355,057.00",42.55,1.0,,newreliance-small-cap-direct,MRC935
41,41,Equitas Holding,Banking & Financial Services,"2,487,160.00",41.66,0.98,,newreliance-small-cap-direct,MRC935
42,42,Century,Conglomerates,"350,000.00",41.59,0.98,,newreliance-small-cap-direct,MRC935
43,43,Bajaj Corp,Consumer Non-durables,"1,015,596.00",40.82,0.96,,newreliance-small-cap-direct,MRC935
44,44,Delta Corp,Banking & Financial Services,"2,347,945.00",40.09,0.94,,newreliance-small-cap-direct,MRC935
45,45,Bajaj Electric,Consumer Durables,"1,209,744.00",39.64,0.93,,newreliance-small-cap-direct,MRC935
46,46,SREI Infra,Banking & Financial Services,"3,300,000.00",38.63,0.91,,newreliance-small-cap-direct,MRC935
47,47,RBL Bank,Banking & Financial Services,"721,940.00",38.61,0.91,,newreliance-small-cap-direct,MRC935
48,48,Claris Life,Pharmaceuticals,"1,054,255.00",38.56,0.9,,newreliance-small-cap-direct,MRC935
49,49,Indian Terrain,Manufacturing,"1,800,267.00",37.39,0.88,,newreliance-small-cap-direct,MRC935
50,50,Bank of India,Banking & Financial Services,"2,246,000.00",37.28,0.87,,newreliance-small-cap-direct,MRC935
51,51,Shree Pushkar,Chemicals,"1,615,814.00",37.16,0.87,,newreliance-small-cap-direct,MRC935
52,52,Elantas Beck,Chemicals,"203,332.00",36.9,0.87,,newreliance-small-cap-direct,MRC935
53,53,Honeywell Autom,Telecommunication,"27,483.00",34.4,0.81,,newreliance-small-cap-direct,MRC935
54,54,JagranPrakashan,Media & Entertainment,"1,921,979.00",33.84,0.79,,newreliance-small-cap-direct,MRC935
55,55,Johnson Control,Consumer Durables,"161,569.00",32.86,0.77,,newreliance-small-cap-direct,MRC935
56,56,TD Power System,Engineering & Capital Goods,"1,380,451.00",31.36,0.74,,newreliance-small-cap-direct,MRC935
57,57,PSP Projects,Cement & Construction,"1,013,276.00",31.38,0.74,,newreliance-small-cap-direct,MRC935
58,58,Intellect Desig,Information Technology,"2,853,857.00",31.44,0.74,,newreliance-small-cap-direct,MRC935
59,59,Monsanto India,Chemicals,"116,000.00",31.71,0.74,,newreliance-small-cap-direct,MRC935
60,60,Navkar Corp,Services,"1,563,891.00",31.74,0.74,,newreliance-small-cap-direct,MRC935
61,61,Hind Constr,Cement & Construction,"7,117,742.00",29.18,0.68,,newreliance-small-cap-direct,MRC935
62,62,J Kumar Infra,Cement & Construction,"995,248.00",28.89,0.68,,newreliance-small-cap-direct,MRC935
63,63,KCP,Cement & Construction,"2,761,076.00",28.56,0.67,,newreliance-small-cap-direct,MRC935
64,64,Kirloskar Pneum,Engineering & Capital Goods,"302,304.00",28.76,0.67,,newreliance-small-cap-direct,MRC935
65,65,Greaves Cotton,Engineering & Capital Goods,"1,471,428.00",23.66,0.56,,newreliance-small-cap-direct,MRC935
66,66,Lovable Lingeri,Manufacturing,"894,568.00",22.33,0.52,,newreliance-small-cap-direct,MRC935
67,67,WPIL,Engineering & Capital Goods,"378,440.00",20.27,0.48,,newreliance-small-cap-direct,MRC935
68,68,Hinduja Global,Information Technology,"377,651.00",19.76,0.46,,newreliance-small-cap-direct,MRC935
69,69,Ion Exchange,Engineering & Capital Goods,"275,852.00",15.78,0.37,,newreliance-small-cap-direct,MRC935
70,70,Tata Coffee,Food & Beverages,"1,190,936.00",15.39,0.36,,newreliance-small-cap-direct,MRC935
71,71,Good Luck,Metals & Mining,"1,649,640.00",15.26,0.36,,newreliance-small-cap-direct,MRC935
72,72,Unichem Labs,Pharmaceuticals,"554,800.00",14.73,0.35,,newreliance-small-cap-direct,MRC935
73,73,S Chand and Co,Miscellaneous,"223,894.00",11.25,0.26,,newreliance-small-cap-direct,MRC935
74,74,Max Ventures an,Manufacturing,"1,245,583.00",10.33,0.24,,newreliance-small-cap-direct,MRC935
75,75,Texmaco Rail,Engineering & Capital Goods,"972,943.00",9.09,0.21,,newreliance-small-cap-direct,MRC935
76,76,Arman Financial,Banking & Financial Services,"394,798.00",8.51,0.2,,newreliance-small-cap-direct,MRC935
77,77,Valiant Organic,Chemicals,"72,000.00",4.1,0.1,,newreliance-small-cap-direct,MRC935
78,78,Auto Corp Goa,Automotive,"32,000.00",2.31,0.05,,newreliance-small-cap-direct,MRC935
79,79,Intellect Desig,Information Technology,"648,603.00",1.17,0.03,,newreliance-small-cap-direct,MRC935
