,Unnamed: 0,Equity ,Sector,Qty ,"Value
 (Rs cr)",%,Unnamed: 5,company_name,company_code
21,21,ITD Cementation,Cement & Construction,"141,089.00",2.4,1.95,,newsundaram-select-micro-cap-sr-8-rp-g,MSN1180
22,22,Navin Fluorine,Chemicals,"39,046.00",2.37,1.93,,newsundaram-select-micro-cap-sr-8-rp-g,MSN1180
23,23,NCC,Cement & Construction,"254,644.00",2.22,1.81,,newsundaram-select-micro-cap-sr-8-rp-g,MSN1180
24,24,Repco Home,Banking & Financial Services,"24,863.00",2.05,1.67,,newsundaram-select-micro-cap-sr-8-rp-g,MSN1180
25,25,PTC India,Services,"212,439.00",2.05,1.67,,newsundaram-select-micro-cap-sr-8-rp-g,MSN1180
26,26,Heritage Foods,Food & Beverages,"18,326.00",2.03,1.65,,newsundaram-select-micro-cap-sr-8-rp-g,MSN1180
27,27,MM Forgings,Manufacturing,"30,450.00",1.87,1.52,,newsundaram-select-micro-cap-sr-8-rp-g,MSN1180
28,28,Navneet,Miscellaneous,"98,667.00",1.77,1.44,,newsundaram-select-micro-cap-sr-8-rp-g,MSN1180
29,29,Gateway Distri,Miscellaneous,"66,698.00",1.72,1.4,,newsundaram-select-micro-cap-sr-8-rp-g,MSN1180
30,30,Premier Explo,Chemicals,"34,880.00",1.71,1.39,,newsundaram-select-micro-cap-sr-8-rp-g,MSN1180
31,31,Texmaco Rail,Engineering & Capital Goods,"193,484.00",1.69,1.38,,newsundaram-select-micro-cap-sr-8-rp-g,MSN1180
32,32,Johnson Control,Consumer Durables,"8,218.00",1.65,1.34,,newsundaram-select-micro-cap-sr-8-rp-g,MSN1180
33,33,Praj Industries,Engineering & Capital Goods,"213,955.00",1.61,1.31,,newsundaram-select-micro-cap-sr-8-rp-g,MSN1180
34,34,NIIT Tech,Information Technology,"27,437.00",1.58,1.29,,newsundaram-select-micro-cap-sr-8-rp-g,MSN1180
35,35,Salzer Electro,Engineering & Capital Goods,"79,298.00",1.58,1.29,,newsundaram-select-micro-cap-sr-8-rp-g,MSN1180
36,36,Va Tech Wabag,Engineering & Capital Goods,"21,935.00",1.51,1.23,,newsundaram-select-micro-cap-sr-8-rp-g,MSN1180
37,37,PSP Projects,Cement & Construction,"55,568.00",1.5,1.22,,newsundaram-select-micro-cap-sr-8-rp-g,MSN1180
38,38,WPIL,Engineering & Capital Goods,"31,402.00",1.42,1.16,,newsundaram-select-micro-cap-sr-8-rp-g,MSN1180
39,39,Ujjivan Financi,Banking & Financial Services,"44,041.00",1.36,1.11,,newsundaram-select-micro-cap-sr-8-rp-g,MSN1180
40,40,Take Solutions,Information Technology,"79,456.00",1.3,1.06,,newsundaram-select-micro-cap-sr-8-rp-g,MSN1180
41,41,Dollar Ind,Manufacturing,"5,808.00",1.22,0.99,,newsundaram-select-micro-cap-sr-8-rp-g,MSN1180
42,42,HT Media,Media & Entertainment,"147,445.00",1.19,0.97,,newsundaram-select-micro-cap-sr-8-rp-g,MSN1180
43,43,KSB Pumps,Engineering & Capital Goods,"14,749.00",1.13,0.92,,newsundaram-select-micro-cap-sr-8-rp-g,MSN1180
44,44,Gujarat Pipavav,Services,"69,009.00",1.03,0.84,,newsundaram-select-micro-cap-sr-8-rp-g,MSN1180
45,45,Clariant Chem,Chemicals,"16,107.00",1.02,0.83,,newsundaram-select-micro-cap-sr-8-rp-g,MSN1180
46,46,ZF Steering Gea,Automotive,"7,827.00",0.96,0.78,,newsundaram-select-micro-cap-sr-8-rp-g,MSN1180
47,47,S Chand and Co,Miscellaneous,"20,402.00",0.96,0.78,,newsundaram-select-micro-cap-sr-8-rp-g,MSN1180
48,48,Mcleod,Food & Beverages,"51,617.00",0.9,0.73,,newsundaram-select-micro-cap-sr-8-rp-g,MSN1180
49,49,RPP Infra Proj,Cement & Construction,"35,193.00",0.85,0.69,,newsundaram-select-micro-cap-sr-8-rp-g,MSN1180
50,50,Kennametal,Engineering & Capital Goods,"12,509.00",0.77,0.63,,newsundaram-select-micro-cap-sr-8-rp-g,MSN1180
51,51,GNA Axles,Automotive,"23,470.00",0.54,0.44,,newsundaram-select-micro-cap-sr-8-rp-g,MSN1180
52,52,Madhucon Proj,Cement & Construction,"103,564.00",0.39,0.32,,newsundaram-select-micro-cap-sr-8-rp-g,MSN1180
